timepoints,scenario,specie,config,value
1758.5,verylow,CO2 AFOLU,1234,0.186866955
1758.5,verylow-overshoot,CO2 FFI,1234,0.010216520000000007
1758.5,verylow-overshoot,CO2 AFOLU,1234,0.186866955
1758.5,high-low,CO2 FFI,1234,0.010216520000000007
1758.5,high-low,CO2 AFOLU,1234,0.186866955
1759.5,high-extension,CO2 FFI,1234,0.010339018000000005
1759.5,high-extension,CO2 AFOLU,1234,0.208851303
1759.5,high-overshoot,CO2 FFI,1234,0.010339018000000005
1759.5,high-overshoot,CO2 AFOLU,1234,0.208851303
1759.5,medium-extension,CO2 FFI,1234,0.010339018000000005
1759.5,medium-extension,CO2 AFOLU,1234,0.208851303
1759.5,medium-overshoot,CO2 FFI,1234,0.010339018000000005
1759.5,medium-overshoot,CO2 AFOLU,1234,0.208851303
1759.5,low,CO2 FFI,1234,0.010339018000000005
1759.5,low,CO2 AFOLU,1234,0.208851303
1759.5,verylow,CO2 FFI,1234,0.010339018000000005
1759.5,verylow,CO2 AFOLU,1234,0.208851303
1759.5,verylow-overshoot,CO2 FFI,1234,0.010339018000000005
1759.5,verylow-overshoot,CO2 AFOLU,1234,0.208851303
1759.5,high-low,CO2 FFI,1234,0.010339018000000005
1759.5,high-low,CO2 AFOLU,1234,0.208851303
1760.5,high-extension,CO2 FFI,1234,0.010514497000000012
1760.5,high-extension,CO2 AFOLU,1234,0.230835651
1760.5,high-overshoot,CO2 FFI,1234,0.010514497000000012
1760.5,high-overshoot,CO2 AFOLU,1234,0.230835651
1760.5,medium-extension,CO2 FFI,1234,0.010514497000000012
1760.5,medium-extension,CO2 AFOLU,1234,0.230835651
1760.5,medium-overshoot,CO2 FFI,1234,0.010514497000000012
1760.5,medium-overshoot,CO2 AFOLU,1234,0.230835651
1760.5,low,CO2 FFI,1234,0.010514497000000012
1760.5,low,CO2 AFOLU,1234,0.230835651
1760.5,verylow,CO2 FFI,1234,0.010514497000000012
1760.5,verylow,CO2 AFOLU,1234,0.230835651
1760.5,verylow-overshoot,CO2 FFI,1234,0.010514497000000012
1760.5,verylow-overshoot,CO2 AFOLU,1234,0.230835651
1760.5,high-low,CO2 FFI,1234,0.010514497000000012
1760.5,high-low,CO2 AFOLU,1234,0.230835651
1761.5,high-extension,CO2 FFI,1234,0.010748054999999979
1761.5,high-extension,CO2 AFOLU,1234,0.252819998
1761.5,high-overshoot,CO2 FFI,1234,0.010748054999999979
1761.5,high-overshoot,CO2 AFOLU,1234,0.252819998
1761.5,medium-extension,CO2 FFI,1234,0.010748054999999979
1761.5,medium-extension,CO2 AFOLU,1234,0.252819998
1761.5,medium-overshoot,CO2 FFI,1234,0.010748054999999979
1761.5,medium-overshoot,CO2 AFOLU,1234,0.252819998
1761.5,low,CO2 FFI,1234,0.010748054999999979
1761.5,low,CO2 AFOLU,1234,0.252819998
1761.5,verylow,CO2 FFI,1234,0.010748054999999979
1761.5,verylow,CO2 AFOLU,1234,0.252819998
1761.5,verylow-overshoot,CO2 FFI,1234,0.010748054999999979
1761.5,verylow-overshoot,CO2 AFOLU,1234,0.252819998
1761.5,high-low,CO2 FFI,1234,0.010748054999999979
1761.5,high-low,CO2 AFOLU,1234,0.252819998
1762.5,high-extension,CO2 FFI,1234,0.010952371000000016
1762.5,high-extension,CO2 AFOLU,1234,0.274804346
1762.5,high-overshoot,CO2 FFI,1234,0.010952371000000016
1762.5,high-overshoot,CO2 AFOLU,1234,0.274804346
1762.5,medium-extension,CO2 FFI,1234,0.010952371000000016
1762.5,medium-extension,CO2 AFOLU,1234,0.274804346
1762.5,medium-overshoot,CO2 FFI,1234,0.010952371000000016
1762.5,medium-overshoot,CO2 AFOLU,1234,0.274804346
1762.5,low,CO2 FFI,1234,0.010952371000000016
1762.5,low,CO2 AFOLU,1234,0.274804346
1762.5,verylow,CO2 FFI,1234,0.010952371000000016
1762.5,verylow,CO2 AFOLU,1234,0.274804346
1762.5,verylow-overshoot,CO2 FFI,1234,0.010952371000000016
1762.5,verylow-overshoot,CO2 AFOLU,1234,0.274804346
1762.5,high-low,CO2 FFI,1234,0.010952371000000016
1762.5,high-low,CO2 AFOLU,1234,0.274804346
1763.5,high-extension,CO2 FFI,1234,0.011191769000000018
1763.5,high-extension,CO2 AFOLU,1234,0.296788694
1763.5,high-overshoot,CO2 FFI,1234,0.011191769000000018
1763.5,high-overshoot,CO2 AFOLU,1234,0.296788694
1763.5,medium-extension,CO2 FFI,1234,0.011191769000000018
1763.5,medium-extension,CO2 AFOLU,1234,0.296788694
1763.5,medium-overshoot,CO2 FFI,1234,0.011191769000000018
1763.5,medium-overshoot,CO2 AFOLU,1234,0.296788694
1763.5,low,CO2 FFI,1234,0.011191769000000018
1763.5,low,CO2 AFOLU,1234,0.296788694
1763.5,verylow,CO2 FFI,1234,0.011191769000000018
1763.5,verylow,CO2 AFOLU,1234,0.296788694
1763.5,verylow-overshoot,CO2 FFI,1234,0.011191769000000018
1763.5,verylow-overshoot,CO2 AFOLU,1234,0.296788694
1763.5,high-low,CO2 FFI,1234,0.011191769000000018
1763.5,high-low,CO2 AFOLU,1234,0.296788694
1764.5,high-extension,CO2 FFI,1234,0.011397162000000016
1764.5,high-extension,CO2 AFOLU,1234,0.318773041
1764.5,high-overshoot,CO2 FFI,1234,0.011397162000000016
1764.5,high-overshoot,CO2 AFOLU,1234,0.318773041
1764.5,medium-extension,CO2 FFI,1234,0.011397162000000016
1764.5,medium-extension,CO2 AFOLU,1234,0.318773041
1764.5,medium-overshoot,CO2 FFI,1234,0.011397162000000016
1764.5,medium-overshoot,CO2 AFOLU,1234,0.318773041
1764.5,low,CO2 FFI,1234,0.011397162000000016
1764.5,low,CO2 AFOLU,1234,0.318773041
1764.5,verylow,CO2 FFI,1234,0.011397162000000016
1764.5,verylow,CO2 AFOLU,1234,0.318773041
1764.5,verylow-overshoot,CO2 FFI,1234,0.011397162000000016
1764.5,verylow-overshoot,CO2 AFOLU,1234,0.318773041
1764.5,high-low,CO2 FFI,1234,0.011397162000000016
1764.5,high-low,CO2 AFOLU,1234,0.318773041
1765.5,high-extension,CO2 FFI,1234,0.011643669999999995
1765.5,high-extension,CO2 AFOLU,1234,0.340757389
1765.5,high-overshoot,CO2 FFI,1234,0.011643669999999995
1765.5,high-overshoot,CO2 AFOLU,1234,0.340757389
1765.5,medium-extension,CO2 FFI,1234,0.011643669999999995
1765.5,medium-extension,CO2 AFOLU,1234,0.340757389
1765.5,medium-overshoot,CO2 FFI,1234,0.011643669999999995
1765.5,medium-overshoot,CO2 AFOLU,1234,0.340757389
1765.5,low,CO2 FFI,1234,0.011643669999999995
1765.5,low,CO2 AFOLU,1234,0.340757389
1765.5,verylow,CO2 FFI,1234,0.011643669999999995
1765.5,verylow,CO2 AFOLU,1234,0.340757389
1765.5,verylow-overshoot,CO2 FFI,1234,0.011643669999999995
1765.5,verylow-overshoot,CO2 AFOLU,1234,0.340757389
1765.5,high-low,CO2 FFI,1234,0.011643669999999995
1765.5,high-low,CO2 AFOLU,1234,0.340757389
1766.5,high-extension,CO2 FFI,1234,0.011876268000000023
1766.5,high-extension,CO2 AFOLU,1234,0.362741737
1766.5,high-overshoot,CO2 FFI,1234,0.011876268000000023
1766.5,high-overshoot,CO2 AFOLU,1234,0.362741737
1766.5,medium-extension,CO2 FFI,1234,0.011876268000000023
1766.5,medium-extension,CO2 AFOLU,1234,0.362741737
1766.5,medium-overshoot,CO2 FFI,1234,0.011876268000000023
1766.5,medium-overshoot,CO2 AFOLU,1234,0.362741737
1766.5,low,CO2 FFI,1234,0.011876268000000023
1766.5,low,CO2 AFOLU,1234,0.362741737
1766.5,verylow,CO2 FFI,1234,0.011876268000000023
1766.5,verylow,CO2 AFOLU,1234,0.362741737
1766.5,verylow-overshoot,CO2 FFI,1234,0.011876268000000023
1766.5,verylow-overshoot,CO2 AFOLU,1234,0.362741737
1766.5,high-low,CO2 FFI,1234,0.011876268000000023
1766.5,high-low,CO2 AFOLU,1234,0.362741737
1767.5,high-extension,CO2 FFI,1234,0.012152700999999988
1767.5,high-extension,CO2 AFOLU,1234,0.384726084
1767.5,high-overshoot,CO2 FFI,1234,0.012152700999999988
1767.5,high-overshoot,CO2 AFOLU,1234,0.384726084
1767.5,medium-extension,CO2 FFI,1234,0.012152700999999988
1767.5,medium-extension,CO2 AFOLU,1234,0.384726084
1767.5,medium-overshoot,CO2 FFI,1234,0.012152700999999988
1767.5,medium-overshoot,CO2 AFOLU,1234,0.384726084
1767.5,low,CO2 FFI,1234,0.012152700999999988
1767.5,low,CO2 AFOLU,1234,0.384726084
1767.5,verylow,CO2 FFI,1234,0.012152700999999988
1767.5,verylow,CO2 AFOLU,1234,0.384726084
1767.5,verylow-overshoot,CO2 FFI,1234,0.012152700999999988
1767.5,verylow-overshoot,CO2 AFOLU,1234,0.384726084
1767.5,high-low,CO2 FFI,1234,0.012152700999999988
1767.5,high-low,CO2 AFOLU,1234,0.384726084
1768.5,high-extension,CO2 FFI,1234,0.012467133000000019
1768.5,high-extension,CO2 AFOLU,1234,0.406710432
1768.5,high-overshoot,CO2 FFI,1234,0.012467133000000019
1768.5,high-overshoot,CO2 AFOLU,1234,0.406710432
1768.5,medium-extension,CO2 FFI,1234,0.012467133000000019
1768.5,medium-extension,CO2 AFOLU,1234,0.406710432
1768.5,medium-overshoot,CO2 FFI,1234,0.012467133000000019
1768.5,medium-overshoot,CO2 AFOLU,1234,0.406710432
1768.5,low,CO2 FFI,1234,0.012467133000000019
1768.5,low,CO2 AFOLU,1234,0.406710432
1768.5,verylow,CO2 FFI,1234,0.012467133000000019
1768.5,verylow,CO2 AFOLU,1234,0.406710432
1768.5,verylow-overshoot,CO2 FFI,1234,0.012467133000000019
1768.5,verylow-overshoot,CO2 AFOLU,1234,0.406710432
1768.5,high-low,CO2 FFI,1234,0.012467133000000019
1768.5,high-low,CO2 AFOLU,1234,0.406710432
1769.5,high-extension,CO2 FFI,1234,0.01278027599999998
1769.5,high-extension,CO2 AFOLU,1234,0.42869478
1769.5,high-overshoot,CO2 FFI,1234,0.01278027599999998
1769.5,high-overshoot,CO2 AFOLU,1234,0.42869478
1769.5,medium-extension,CO2 FFI,1234,0.01278027599999998
1769.5,medium-extension,CO2 AFOLU,1234,0.42869478
1769.5,medium-overshoot,CO2 FFI,1234,0.01278027599999998
1769.5,medium-overshoot,CO2 AFOLU,1234,0.42869478
1769.5,low,CO2 FFI,1234,0.01278027599999998
1769.5,low,CO2 AFOLU,1234,0.42869478
1769.5,verylow,CO2 FFI,1234,0.01278027599999998
1769.5,verylow,CO2 AFOLU,1234,0.42869478
1769.5,verylow-overshoot,CO2 FFI,1234,0.01278027599999998
1769.5,verylow-overshoot,CO2 AFOLU,1234,0.42869478
1769.5,high-low,CO2 FFI,1234,0.01278027599999998
1769.5,high-low,CO2 AFOLU,1234,0.42869478
1770.5,high-extension,CO2 FFI,1234,0.013097422999999997
1770.5,high-extension,CO2 AFOLU,1234,0.450679127
1770.5,high-overshoot,CO2 FFI,1234,0.013097422999999997
1770.5,high-overshoot,CO2 AFOLU,1234,0.450679127
1770.5,medium-extension,CO2 FFI,1234,0.013097422999999997
1770.5,medium-extension,CO2 AFOLU,1234,0.450679127
1770.5,medium-overshoot,CO2 FFI,1234,0.013097422999999997
1770.5,medium-overshoot,CO2 AFOLU,1234,0.450679127
1770.5,low,CO2 FFI,1234,0.013097422999999997
1770.5,low,CO2 AFOLU,1234,0.450679127
1770.5,verylow,CO2 FFI,1234,0.013097422999999997
1770.5,verylow,CO2 AFOLU,1234,0.450679127
1770.5,verylow-overshoot,CO2 FFI,1234,0.013097422999999997
1770.5,verylow-overshoot,CO2 AFOLU,1234,0.450679127
1770.5,high-low,CO2 FFI,1234,0.013097422999999997
1770.5,high-low,CO2 AFOLU,1234,0.450679127
1771.5,high-extension,CO2 FFI,1234,0.013369699000000013
1771.5,high-extension,CO2 AFOLU,1234,0.472663475
1771.5,high-overshoot,CO2 FFI,1234,0.013369699000000013
1771.5,high-overshoot,CO2 AFOLU,1234,0.472663475
1771.5,medium-extension,CO2 FFI,1234,0.013369699000000013
1771.5,medium-extension,CO2 AFOLU,1234,0.472663475
1771.5,medium-overshoot,CO2 FFI,1234,0.013369699000000013
1771.5,medium-overshoot,CO2 AFOLU,1234,0.472663475
1771.5,low,CO2 FFI,1234,0.013369699000000013
1771.5,low,CO2 AFOLU,1234,0.472663475
1771.5,verylow,CO2 FFI,1234,0.013369699000000013
1771.5,verylow,CO2 AFOLU,1234,0.472663475
1771.5,verylow-overshoot,CO2 FFI,1234,0.013369699000000013
1771.5,verylow-overshoot,CO2 AFOLU,1234,0.472663475
1771.5,high-low,CO2 FFI,1234,0.013369699000000013
1771.5,high-low,CO2 AFOLU,1234,0.472663475
1772.5,high-extension,CO2 FFI,1234,0.01362372199999995
1772.5,high-extension,CO2 AFOLU,1234,0.494647823
1772.5,high-overshoot,CO2 FFI,1234,0.01362372199999995
1772.5,high-overshoot,CO2 AFOLU,1234,0.494647823
1772.5,medium-extension,CO2 FFI,1234,0.01362372199999995
1772.5,medium-extension,CO2 AFOLU,1234,0.494647823
1772.5,medium-overshoot,CO2 FFI,1234,0.01362372199999995
1772.5,medium-overshoot,CO2 AFOLU,1234,0.494647823
1772.5,low,CO2 FFI,1234,0.01362372199999995
1772.5,low,CO2 AFOLU,1234,0.494647823
1772.5,verylow,CO2 FFI,1234,0.01362372199999995
1772.5,verylow,CO2 AFOLU,1234,0.494647823
1772.5,verylow-overshoot,CO2 FFI,1234,0.01362372199999995
1772.5,verylow-overshoot,CO2 AFOLU,1234,0.494647823
1772.5,high-low,CO2 FFI,1234,0.01362372199999995
1772.5,high-low,CO2 AFOLU,1234,0.494647823
1773.5,high-extension,CO2 FFI,1234,0.013808355999999966
1773.5,high-extension,CO2 AFOLU,1234,0.516632171
1773.5,high-overshoot,CO2 FFI,1234,0.013808355999999966
1773.5,high-overshoot,CO2 AFOLU,1234,0.516632171
1773.5,medium-extension,CO2 FFI,1234,0.013808355999999966
1773.5,medium-extension,CO2 AFOLU,1234,0.516632171
1773.5,medium-overshoot,CO2 FFI,1234,0.013808355999999966
1773.5,medium-overshoot,CO2 AFOLU,1234,0.516632171
1773.5,low,CO2 FFI,1234,0.013808355999999966
1773.5,low,CO2 AFOLU,1234,0.516632171
1773.5,verylow,CO2 FFI,1234,0.013808355999999966
1773.5,verylow,CO2 AFOLU,1234,0.516632171
1773.5,verylow-overshoot,CO2 FFI,1234,0.013808355999999966
1773.5,verylow-overshoot,CO2 AFOLU,1234,0.516632171
1773.5,high-low,CO2 FFI,1234,0.013808355999999966
1773.5,high-low,CO2 AFOLU,1234,0.516632171
1774.5,high-extension,CO2 FFI,1234,0.014012636999999994
1774.5,high-extension,CO2 AFOLU,1234,0.538616518
1774.5,high-overshoot,CO2 FFI,1234,0.014012636999999994
1774.5,high-overshoot,CO2 AFOLU,1234,0.538616518
1774.5,medium-extension,CO2 FFI,1234,0.014012636999999994
1774.5,medium-extension,CO2 AFOLU,1234,0.538616518
1774.5,medium-overshoot,CO2 FFI,1234,0.014012636999999994
1774.5,medium-overshoot,CO2 AFOLU,1234,0.538616518
1774.5,low,CO2 FFI,1234,0.014012636999999994
1774.5,low,CO2 AFOLU,1234,0.538616518
1774.5,verylow,CO2 FFI,1234,0.014012636999999994
1774.5,verylow,CO2 AFOLU,1234,0.538616518
1774.5,verylow-overshoot,CO2 FFI,1234,0.014012636999999994
1774.5,verylow-overshoot,CO2 AFOLU,1234,0.538616518
1774.5,high-low,CO2 FFI,1234,0.014012636999999994
1774.5,high-low,CO2 AFOLU,1234,0.538616518
1775.5,high-extension,CO2 FFI,1234,0.014339147000000052
1775.5,high-extension,CO2 AFOLU,1234,0.560600866
1775.5,high-overshoot,CO2 FFI,1234,0.014339147000000052
1775.5,high-overshoot,CO2 AFOLU,1234,0.560600866
1775.5,medium-extension,CO2 FFI,1234,0.014339147000000052
1775.5,medium-extension,CO2 AFOLU,1234,0.560600866
1775.5,medium-overshoot,CO2 FFI,1234,0.014339147000000052
1775.5,medium-overshoot,CO2 AFOLU,1234,0.560600866
1775.5,low,CO2 FFI,1234,0.014339147000000052
1775.5,low,CO2 AFOLU,1234,0.560600866
1775.5,verylow,CO2 FFI,1234,0.014339147000000052
1775.5,verylow,CO2 AFOLU,1234,0.560600866
1775.5,verylow-overshoot,CO2 FFI,1234,0.014339147000000052
1775.5,verylow-overshoot,CO2 AFOLU,1234,0.560600866
1775.5,high-low,CO2 FFI,1234,0.014339147000000052
1775.5,high-low,CO2 AFOLU,1234,0.560600866
1776.5,high-extension,CO2 FFI,1234,0.01465435599999998
1776.5,high-extension,CO2 AFOLU,1234,0.582585214
1776.5,high-overshoot,CO2 FFI,1234,0.01465435599999998
1776.5,high-overshoot,CO2 AFOLU,1234,0.582585214
1776.5,medium-extension,CO2 FFI,1234,0.01465435599999998
1776.5,medium-extension,CO2 AFOLU,1234,0.582585214
1776.5,medium-overshoot,CO2 FFI,1234,0.01465435599999998
1776.5,medium-overshoot,CO2 AFOLU,1234,0.582585214
1776.5,low,CO2 FFI,1234,0.01465435599999998
1776.5,low,CO2 AFOLU,1234,0.582585214
1776.5,verylow,CO2 FFI,1234,0.01465435599999998
1776.5,verylow,CO2 AFOLU,1234,0.582585214
1776.5,verylow-overshoot,CO2 FFI,1234,0.01465435599999998
1776.5,verylow-overshoot,CO2 AFOLU,1234,0.582585214
1776.5,high-low,CO2 FFI,1234,0.01465435599999998
1776.5,high-low,CO2 AFOLU,1234,0.582585214
1777.5,high-extension,CO2 FFI,1234,0.014959774000000037
1777.5,high-extension,CO2 AFOLU,1234,0.604569561
1777.5,high-overshoot,CO2 FFI,1234,0.014959774000000037
1777.5,high-overshoot,CO2 AFOLU,1234,0.604569561
1777.5,medium-extension,CO2 FFI,1234,0.014959774000000037
1777.5,medium-extension,CO2 AFOLU,1234,0.604569561
1777.5,medium-overshoot,CO2 FFI,1234,0.014959774000000037
1777.5,medium-overshoot,CO2 AFOLU,1234,0.604569561
1777.5,low,CO2 FFI,1234,0.014959774000000037
1777.5,low,CO2 AFOLU,1234,0.604569561
1777.5,verylow,CO2 FFI,1234,0.014959774000000037
1777.5,verylow,CO2 AFOLU,1234,0.604569561
1777.5,verylow-overshoot,CO2 FFI,1234,0.014959774000000037
1777.5,verylow-overshoot,CO2 AFOLU,1234,0.604569561
1777.5,high-low,CO2 FFI,1234,0.014959774000000037
1777.5,high-low,CO2 AFOLU,1234,0.604569561
1778.5,high-extension,CO2 FFI,1234,0.015243723999999959
1778.5,high-extension,CO2 AFOLU,1234,0.626553909
1778.5,high-overshoot,CO2 FFI,1234,0.015243723999999959
1778.5,high-overshoot,CO2 AFOLU,1234,0.626553909
1778.5,medium-extension,CO2 FFI,1234,0.015243723999999959
1778.5,medium-extension,CO2 AFOLU,1234,0.626553909
1778.5,medium-overshoot,CO2 FFI,1234,0.015243723999999959
1778.5,medium-overshoot,CO2 AFOLU,1234,0.626553909
1778.5,low,CO2 FFI,1234,0.015243723999999959
1778.5,low,CO2 AFOLU,1234,0.626553909
1778.5,verylow,CO2 FFI,1234,0.015243723999999959
1778.5,verylow,CO2 AFOLU,1234,0.626553909
1778.5,verylow-overshoot,CO2 FFI,1234,0.015243723999999959
1778.5,verylow-overshoot,CO2 AFOLU,1234,0.626553909
1778.5,high-low,CO2 FFI,1234,0.015243723999999959
1778.5,high-low,CO2 AFOLU,1234,0.626553909
